user_id,username,password,category,length,entropy
903,zsmith,Denyel2005!,medium,11,9.531478917042254
904,tmaxwell,Denyel2005!,medium,11,9.531478917042254
905,dtrevino,Coffee#99,medium,9,5.7795964912578235
906,davenportnicole,"[\!)?d,\&')dtN#^",random,16,16.0
907,hwilliams,Summer2026!,medium,11,7.441066406639263
908,elizabethbernard,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
909,danderson,Coffee#99,medium,9,5.7795964912578235
910,victoria06,admin123,weak,8,3.8599784416420206
911,smonroe,qwerty123,weak,9,2.342422680822206
912,robert89,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
913,john19,correct-horse-battery-staple,passphrase,28,20.330032012866745
914,brett58,Bhutan@123,medium,10,8.153364183393595
915,katherinehughes,Coffee#99,medium,9,5.7795964912578235
916,dale15,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
917,ccarey,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
918,olawson,Summer2026!,medium,11,7.441066406639263
919,dbrown,JPT||`wA43~T:k10,random,16,16.0
920,wilkinserin,PurpleTiger!482,strong,15,9.839100782707153
921,deanamber,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
922,clambert,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
923,lauren57,PurpleTiger!482,strong,15,9.839100782707153
924,jennifer52,football2025,weak,12,5.352825441221973
925,leah31,Summer2026!,medium,11,7.441066406639263
926,caldwelldenise,Bhutan@123,medium,10,8.153364183393595
927,jenniferparker,correct-horse-battery-staple,passphrase,28,20.330032012866745
928,rebeccathompson,Denyel2005!,medium,11,9.531478917042254
929,lauren80,football2025,weak,12,5.352825441221973
930,jessicawright,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
931,christine39,password,weak,8,0.47712125471966244
932,whendricks,Denyel2005!,medium,11,9.531478917042254
933,jodychandler,password123,weak,11,2.775246259740236
934,arodriguez,admin123,weak,8,3.8599784416420206
935,deanstephanie,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
936,troy26,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
937,carpentercatherine,Summer2026!,medium,11,7.441066406639263
938,davilaoscar,CyberDefense#2026,strong,17,12.72541311582026
939,joan97,CyberDefense#2026,strong,17,12.72541311582026
940,allensarah,"""g|Z8Rpt-:<^dAP1",random,16,16.0
941,clarkwilliam,rKHwppCa)C{M@dJw,random,16,16.0
942,casey05,correct-horse-battery-staple,passphrase,28,20.330032012866745
943,thomaskevin,"Mj{8MOCea<r?ov""(",random,16,16.0
944,churchalyssa,football2025,weak,12,5.352825441221973
945,stephaniereid,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
946,davidstrickland,correct-horse-battery-staple,passphrase,28,20.330032012866745
947,brockmichael,123456,weak,6,0.30102999566398114
948,wagneraaron,FUggP46/SwU?<.@1,random,16,16.0
949,bjames,football2025,weak,12,5.352825441221973
950,loganjaime,CyberDefense#2026,strong,17,12.72541311582026
951,boyerjackie,Denyel2005!,medium,11,9.531478917042254
952,lpowell,password,weak,8,0.47712125471966244
953,matthewchapman,qwerty123,weak,9,2.342422680822206
954,cervantesmason,PurpleTiger!482,strong,15,9.839100782707153
955,roy55,=fEUZ'Re|[E<0Mi<,random,16,15.361878868704675
956,kathyjohnson,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
957,mbaker,{(N=kQ1sEG08</_g,random,16,16.0
958,browntodd,password,weak,8,0.47712125471966244
959,fritzdonald,admin123,weak,8,3.8599784416420206
960,mhall,football2025,weak,12,5.352825441221973
961,weberaudrey,"JkhN#W[""DNOKssn%",random,16,16.0
962,james68,Denyel2005!,medium,11,9.531478917042254
963,harrisangela,Mountain-River-Sky-92,strong,21,14.635330912608127
964,ashley73,123456,weak,6,0.30102999566398114
965,nina79,|![NW2'qk5+;|{DV,random,16,16.0
966,sarah12,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
967,amber04,Q:W):(reM.|B0&V),random,16,16.0
968,anna46,CyberDefense#2026,strong,17,12.72541311582026
969,jeffreylambert,(TmF5Ft~`lkKDF+I,random,16,16.0
970,xlewis,password123,weak,11,2.775246259740236
971,derekvance,Coffee#99,medium,9,5.7795964912578235
972,steven70,CyberDefense#2026,strong,17,12.72541311582026
973,perezcharlotte,CyberDefense#2026,strong,17,12.72541311582026
974,christina73,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
975,kyle30,Bhutan@123,medium,10,8.153364183393595
976,kyle23,admin123,weak,8,3.8599784416420206
977,floresrebecca,&?d}{ce:N|95f*#W,random,16,16.0
978,robert88,CyberDefense#2026,strong,17,12.72541311582026
979,tracy58,Coffee#99,medium,9,5.7795964912578235
980,eedwards,PurpleTiger!482,strong,15,9.839100782707153
981,madisonstout,correct-horse-battery-staple,passphrase,28,20.330032012866745
982,carlsonangelica,CyberDefense#2026,strong,17,12.72541311582026
983,jennifer91,password123,weak,11,2.775246259740236
984,thomas48,Mountain-River-Sky-92,strong,21,14.635330912608127
985,thomaskimberly,PurpleTiger!482,strong,15,9.839100782707153
986,gutierrezann,}C`H*AXhqJHFCP.*,random,16,15.971275853378001
987,iharris,Mountain-River-Sky-92,strong,21,14.635330912608127
988,john71,Bhutan@123,medium,10,8.153364183393595
989,burkesarah,correct-horse-battery-staple,passphrase,28,20.330032012866745
990,dillonkayla,Mountain-River-Sky-92,strong,21,14.635330912608127
991,whitneymorris,CyberDefense#2026,strong,17,12.72541311582026
992,isaiahhobbs,Mountain-River-Sky-92,strong,21,14.635330912608127
993,patrickpatel,correct-horse-battery-staple,passphrase,28,20.330032012866745
994,latoya13,admin123,weak,8,3.8599784416420206
995,moorevirginia,I-\(]5HtHed'E}<f,random,16,15.477121269196143
996,jacobdunn,CyberDefense#2026,strong,17,12.72541311582026
997,calvinweiss,Summer2026!,medium,11,7.441066406639263
998,eugenesparks,Summer2026!,medium,11,7.441066406639263
999,jerry72,"lE(?l!Tsji]Y<_m""",random,16,15.842609245850422
1000,ulove,CyberDefense#2026,strong,17,12.72541311582026
